docname,from,to,pre,keyword,post,pattern
URY,3758,3758,contaminated areas total families relocated around families expected relocated addition human resources trained responding extreme events several initiatives care homeless winter months health care comprehensive,health,care reform since provide universal coverage thus creating conditions protect health climate regionally mercosur strategy protect health climate adopted strengthen countries assess monitor health vulnerability,health
URY,3769,3769,resources trained responding extreme events several initiatives care homeless winter months health care comprehensive health care reform since provide universal coverage thus creating conditions protect,health,climate regionally mercosur strategy protect health climate adopted strengthen countries assess monitor health vulnerability risks climate national profile climate health developed addition recommendations population guidelines,health
URY,3775,3775,initiatives care homeless winter months health care comprehensive health care reform since provide universal coverage thus creating conditions protect health climate regionally mercosur strategy protect,health,climate adopted strengthen countries assess monitor health vulnerability risks climate national profile climate health developed addition recommendations population guidelines departmental emergency committees respond flooding extreme,health
URY,3782,3782,comprehensive health care reform since provide universal coverage thus creating conditions protect health climate regionally mercosur strategy protect health climate adopted strengthen countries assess monitor,health,vulnerability risks climate national profile climate health developed addition recommendations population guidelines departmental emergency committees respond flooding extreme events moreover entomological surveillance plan vector identification,health
URY,3789,3789,coverage thus creating conditions protect health climate regionally mercosur strategy protect health climate adopted strengthen countries assess monitor health vulnerability risks climate national profile climate,health,developed addition recommendations population guidelines departmental emergency committees respond flooding extreme events moreover entomological surveillance plan vector identification strengthened vector borne disease control strong public,health
URY,3811,3811,national profile climate health developed addition recommendations population guidelines departmental emergency committees respond flooding extreme events moreover entomological surveillance plan vector identification strengthened vector borne,disease,control strong public awareness campaign mosquitoes carrying dengue zika chikungunya immunization coverage increased including hepatitis influenza national scheme disaster risk reduction national emergency system established,health
URY,3819,3819,guidelines departmental emergency committees respond flooding extreme events moreover entomological surveillance plan vector identification strengthened vector borne disease control strong public awareness campaign mosquitoes carrying,dengue,zika chikungunya immunization coverage increased including hepatitis influenza national scheme disaster risk reduction national emergency system established law protect people essential environment disaster joining coordinating,health
URY,3822,3822,committees respond flooding extreme events moreover entomological surveillance plan vector identification strengthened vector borne disease control strong public awareness campaign mosquitoes carrying dengue zika chikungunya,immunization,coverage increased including hepatitis influenza national scheme disaster risk reduction national emergency system established law protect people essential environment disaster joining coordinating government efforts efficient,health
URY,4359,4359,sized cattle farmers resilience particularly located regions particularly vulnerable droughts done implementing prevention productive system strategy widening knowledge climate extreme weather events including effects livestock,health,well measures found foothold national agricultural information system seeks decision making processes climate risk management addition several index insurance developed risk instruments among worth noting,health
URY,4806,4806,population relocated households flood contaminated zones identified national relocation plan national departmental instruments enabling basic services relocated population assigning new uses give different flood zones,health,care relative pncc formulated adopted started implementation national health adaptation plan climate health training program staff working health care sector identified formulated implemented environmental health,health
URY,4815,4815,plan national departmental instruments enabling basic services relocated population assigning new uses give different flood zones health care relative pncc formulated adopted started implementation national,health,adaptation plan climate health training program staff working health care sector identified formulated implemented environmental health indicators associated climate health status population contemplating information disease,health
URY,4819,4819,enabling basic services relocated population assigning new uses give different flood zones health care relative pncc formulated adopted started implementation national health adaptation plan climate,health,training program staff working health care sector identified formulated implemented environmental health indicators associated climate health status population contemplating information disease burden linked climate assessment,health
URY,4824,4824,assigning new uses give different flood zones health care relative pncc formulated adopted started implementation national health adaptation plan climate health training program staff working,health,care sector identified formulated implemented environmental health indicators associated climate health status population contemplating information disease burden linked climate assessment establishment models predict vector borne,health
URY,4831,4831,health care relative pncc formulated adopted started implementation national health adaptation plan climate health training program staff working health care sector identified formulated implemented environmental,health,indicators associated climate health status population contemplating information disease burden linked climate assessment establishment models predict vector borne diseases zoonosis linked climate development formulated adopted,health
URY,4835,4835,formulated adopted started implementation national health adaptation plan climate health training program staff working health care sector identified formulated implemented environmental health indicators associated climate,health,status population contemplating information disease burden linked climate assessment establishment models predict vector borne diseases zoonosis linked climate development formulated adopted implemented national plan prevention,health
URY,4840,4840,health adaptation plan climate health training program staff working health care sector identified formulated implemented environmental health indicators associated climate health status population contemplating information,disease,burden linked climate assessment establishment models predict vector borne diseases zoonosis linked climate development formulated adopted implemented national plan prevention diseases transmissible climate sensitive vectors,health
URY,4850,4850,care sector identified formulated implemented environmental health indicators associated climate health status population contemplating information disease burden linked climate assessment establishment models predict vector borne,diseases,zoonosis linked climate development formulated adopted implemented national plan prevention diseases transmissible climate sensitive vectors early warning system extreme events heat cold waves developed implemented,health
URY,4861,4861,status population contemplating information disease burden linked climate assessment establishment models predict vector borne diseases zoonosis linked climate development formulated adopted implemented national plan prevention,diseases,transmissible climate sensitive vectors early warning system extreme events heat cold waves developed implemented least two departments formulated diagnosis response infrastructure health care services extreme,health
URY,4883,4883,national plan prevention diseases transmissible climate sensitive vectors early warning system extreme events heat cold waves developed implemented least two departments formulated diagnosis response infrastructure,health,care services extreme weather events least four departments disaster risk reduction relative pncc six regional risk management plans covering entire country taking climate variability focus,health
URY,5594,5594,national environmental cabinet formed president along minister housing land use planning environment minister livestock agriculture fisheries minister industry energy mining minister national defense minister public,health,minister economy finances national secretary environment water climate additionally meteorology created purpose providing public meteorological climatological services country ocean areas areas interest generating public official,health
UZB,1244,1244,may others adaptation agriculture water management improvement climate resilience agriculture diversification food crops production pattern conservation germplasm indigenous plant species agricultural crops resistant droughts pests,diseases,development biotechnologies breeding new crop varieties adopted conditions climate improvement irrigated affected desertification soil degradation drought increase soil fertility irrigated rainfed improvement water management irrigated,health
UZB,1318,1318,piedmont areas adaptation social sector climate raising awareness improvement information climate groups population development early warning systems dangerous hydro meteorological phenomena climate risk management prevention,diseases,onset caused climate widening participation public scientific women local communities planning management taking methods gender mitigation aral sea disaster conservation current fragile ecological balance priaralie,health
UZB,1360,1360,aral sea disaster conservation current fragile ecological balance priaralie combating desertification improvement management system efficient rational water resources use creation conditions reproduction conservation genofond population,health,priaralie development social infrastructure extensive network medical educational organizations creation essential social economic improvement quality living standards population development base infrastructure communication system conservation flora,health
UZB,1367,1367,balance priaralie combating desertification improvement management system efficient rational water resources use creation conditions reproduction conservation genofond population health priaralie development social infrastructure extensive network,medical,educational organizations creation essential social economic improvement quality living standards population development base infrastructure communication system conservation flora fauna biodiversity including creation local water bodies,health
VCT,1020,1020,interventions include increase public awareness regard climate issues build resilience minimise damage settlement infrastructure minimise damage shoreline integrity marine ecosystems minimise negative climate agriculture human,health,develop appropriate legislative regulatory framework environmental management systems responding mitigating effects climate existing vulnerabilities agriculture forestry fisheries sectors agriculture one largest economic st economic social,health
VCT,1357,1357,rainwater freshwater supply increase intensity rainfall fewer rain days also expected means country vulnerable droughts also secondary effects torrential rains contamination water supplies existing vulnerabilities,health,sector vector borne diseases may increase due increased precipitation strategic plan health national household breteaux indices continue beyond internationally levels dengue specifically malaria cases also,health
VCT,1361,1361,intensity rainfall fewer rain days also expected means country vulnerable droughts also secondary effects torrential rains contamination water supplies existing vulnerabilities health sector vector borne,diseases,may increase due increased precipitation strategic plan health national household breteaux indices continue beyond internationally levels dengue specifically malaria cases also data obtained ministry health,health
VCT,1369,1369,country vulnerable droughts also secondary effects torrential rains contamination water supplies existing vulnerabilities health sector vector borne diseases may increase due increased precipitation strategic plan,health,national household breteaux indices continue beyond internationally levels dengue specifically malaria cases also data obtained ministry health imported case malaria another caribbean environmental caribsave climate,health
VCT,1378,1378,water supplies existing vulnerabilities health sector vector borne diseases may increase due increased precipitation strategic plan health national household breteaux indices continue beyond internationally levels,dengue,specifically malaria cases also data obtained ministry health imported case malaria another caribbean environmental caribsave climate risk atlas cccra forthcoming vulnerability adaptation second national communication,health
VCT,1380,1380,existing vulnerabilities health sector vector borne diseases may increase due increased precipitation strategic plan health national household breteaux indices continue beyond internationally levels dengue specifically,malaria,cases also data obtained ministry health imported case malaria another caribbean environmental caribsave climate risk atlas cccra forthcoming vulnerability adaptation second national communication unfccc world,health
VCT,1386,1386,diseases may increase due increased precipitation strategic plan health national household breteaux indices continue beyond internationally levels dengue specifically malaria cases also data obtained ministry,health,imported case malaria another caribbean environmental caribsave climate risk atlas cccra forthcoming vulnerability adaptation second national communication unfccc world bank caribsave climate risk atlas cccra,health
VCT,1389,1389,due increased precipitation strategic plan health national household breteaux indices continue beyond internationally levels dengue specifically malaria cases also data obtained ministry health imported case,malaria,another caribbean environmental caribsave climate risk atlas cccra forthcoming vulnerability adaptation second national communication unfccc world bank caribsave climate risk atlas cccra strategic plan health,health
VCT,1414,1414,malaria another caribbean environmental caribsave climate risk atlas cccra forthcoming vulnerability adaptation second national communication unfccc world bank caribsave climate risk atlas cccra strategic plan,health,health also serious issues related availability water health sanitation context vector control efforts adapt climate number steps address climate related issues taken now efforts integrated,health
VCT,1415,1415,another caribbean environmental caribsave climate risk atlas cccra forthcoming vulnerability adaptation second national communication unfccc world bank caribsave climate risk atlas cccra strategic plan health,health,also serious issues related availability water health sanitation context vector control efforts adapt climate number steps address climate related issues taken now efforts integrated timely,health
VCT,1422,1422,cccra forthcoming vulnerability adaptation second national communication unfccc world bank caribsave climate risk atlas cccra strategic plan health health also serious issues related availability water,health,sanitation context vector control efforts adapt climate number steps address climate related issues taken now efforts integrated timely revisiting draft national climate policy give weight,health
VCT,1832,1832,however government st demonstrated commitment agricultural diversification policies programmes efforts include following support small scale farmers government production technologies agri business management good agricultural pest,disease,control policy initiatives address climate issues environmental protection risk mitigation fisheries development national plan dealing food security strategic programme climate resilience innovative project abandoned land,health
VCT,2172,2172,liberty lodge boys training beneficiary schools also used shelters households selected communities st secure provide potable drinking water water scarcity shortage water available adaptation planning,health,sector policy government provide universal health care reflects principles affordability quality cultural citizens whilst explicit towards adapting health sector climate millennium development goals essential public,health
VCT,2178,2178,also used shelters households selected communities st secure provide potable drinking water water scarcity shortage water available adaptation planning health sector policy government provide universal,health,care reflects principles affordability quality cultural citizens whilst explicit towards adapting health sector climate millennium development goals essential public health functions caribbean health iii initiatives,health
VCT,2190,2190,water scarcity shortage water available adaptation planning health sector policy government provide universal health care reflects principles affordability quality cultural citizens whilst explicit towards adapting,health,sector climate millennium development goals essential public health functions caribbean health iii initiatives provide good basis adaptation disaster risk reduction climate adaptation st caribbean disaster,health
VCT,2198,2198,sector policy government provide universal health care reflects principles affordability quality cultural citizens whilst explicit towards adapting health sector climate millennium development goals essential public,health,functions caribbean health iii initiatives provide good basis adaptation disaster risk reduction climate adaptation st caribbean disaster emergency management agency cdema inter regional supportive network,health
VCT,2201,2201,provide universal health care reflects principles affordability quality cultural citizens whilst explicit towards adapting health sector climate millennium development goals essential public health functions caribbean,health,iii initiatives provide good basis adaptation disaster risk reduction climate adaptation st caribbean disaster emergency management agency cdema inter regional supportive network independent emergency units,health
VCT,2406,2406,continue develop planningprocess development indc involved detailed stakeholder consultation public private sector determine level type procedures see climate integrated processes summarised forthcoming climate policy ministry,health,wellness environment responsible multilateral dialogue climate issues well overseeing implementation indc elements indc already enshrined national agenda existing national social economic development plan strategic goal,health
VEN,2038,2038,san joaquín mariara addition san diego la encrucijada serve livestock agricultural livestock industrial national territory branch rail decrease transport circulation load work generate thousand work,health,increased health care coverage bolivarian people lived popular sectors never attended doctor general checkup consultation since creation barrio adentro unprecedented mission allows high tech health,health
VEN,2040,2040,mariara addition san diego la encrucijada serve livestock agricultural livestock industrial national territory branch rail decrease transport circulation load work generate thousand work health increased,health,care coverage bolivarian people lived popular sectors never attended doctor general checkup consultation since creation barrio adentro unprecedented mission allows high tech health services way,health
VEN,2063,2063,health increased health care coverage bolivarian people lived popular sectors never attended doctor general checkup consultation since creation barrio adentro unprecedented mission allows high tech,health,services way free sectors population barrio adentro responsible least million thousand medical consultations free last barrio adentro created help government offer health services population small,health
VEN,2075,2075,doctor general checkup consultation since creation barrio adentro unprecedented mission allows high tech health services way free sectors population barrio adentro responsible least million thousand,medical,consultations free last barrio adentro created help government offer health services population small clinics built medical supplies previously neglected areas later barrio created inside ii,health
VEN,2085,2085,allows high tech health services way free sectors population barrio adentro responsible least million thousand medical consultations free last barrio adentro created help government offer,health,services population small clinics built medical supplies previously neglected areas later barrio created inside ii expand medical services construction larger clinics barrio adentro iii built,health
VEN,2091,2091,free sectors population barrio adentro responsible least million thousand medical consultations free last barrio adentro created help government offer health services population small clinics built,medical,supplies previously neglected areas later barrio created inside ii expand medical services construction larger clinics barrio adentro iii built comprehensive diagnostic comprehensive rooms barrio adentro,health
VEN,2102,2102,free last barrio adentro created help government offer health services population small clinics built medical supplies previously neglected areas later barrio created inside ii expand,medical,services construction larger clinics barrio adentro iii built comprehensive diagnostic comprehensive rooms barrio adentro iv begins opening specialized hospital cardiology creation health programs implies decrease,health
VEN,2124,2124,inside ii expand medical services construction larger clinics barrio adentro iii built comprehensive diagnostic comprehensive rooms barrio adentro iv begins opening specialized hospital cardiology creation,health,programs implies decrease vulnerability diseases including whose incidence increase climate popular organization participation strengthening social organization determinant reducing vulnerability climate communal census allowed country communal,health
VEN,2129,2129,construction larger clinics barrio adentro iii built comprehensive diagnostic comprehensive rooms barrio adentro iv begins opening specialized hospital cardiology creation health programs implies decrease vulnerability,diseases,including whose incidence increase climate popular organization participation strengthening social organization determinant reducing vulnerability climate communal census allowed country communal councils communes battle rooms social,health
VEN,2203,2203,organization territorialization processes generate reduce vulnerability self construction organization sustainable production organization life communities transport consumption reduced territorialization location services supplies life schools premises markets,health,among others biological diversity national strategy biological diversity since bolivarian national strategy conservation biological diversity encdb national plan pan five ahead goal plan strategy biological,health
VEN,2480,2480,production biological bio controllers biofertilizers nationwide use agrochemicals management protocols developed organic seed production well plans planting corn legumes vegetables network laboratories responsibility national agricultural,health,integral insai conservation agrobiodiversity six annual congresses diversity held biological issues associated diversity discussed cultural biological discussion strengthen organization social movements around valuation conservation reproduction,health
VEN,2617,2617,seed twenty local agroecology program sowing created ministry popular power education dated april national program establishes incorporation contents agroecology curricular development within axis integrator environment,health,integral agroecology must part processes learning educational system education initial high school creation diploma training programs agroecology bolivarian university advanced studies creation latin university agroecology,health
VEN,3484,3484,development studies inventory greenhouse gases deliver technical details voluntary mitigation others benefits developing models reduction risks due climate variability climate specific sectors water agriculture energy,health,disaster selected wmo implementation global framework climate services gfcs add biodiversity commitment protected natural establishment climatic hydrological models indicators continuous monitoring hydrometeorological events current projected,health
VEN,3724,3724,plan sanitation landfills construction landfills among plan sanitation landfills construction sanitary landfills construction stations recovery disposal sites disposal sites solid waste residues minimizes occurrence infectious,diseases,vector diseases allowing capture controlled generated establishing conditions implement system elimination short term comprehensive strategic plan provision solid waste residue management among plan optimization collection,health
VEN,3726,3726,landfills construction landfills among plan sanitation landfills construction sanitary landfills construction stations recovery disposal sites disposal sites solid waste residues minimizes occurrence infectious diseases vector,diseases,allowing capture controlled generated establishing conditions implement system elimination short term comprehensive strategic plan provision solid waste residue management among plan optimization collection transport waste,health
VEN,3761,3761,short term comprehensive strategic plan provision solid waste residue management among plan optimization collection transport waste residues municipal level reduces proliferation clandestine dumps minimizing occurrence,diseases,contagious vector diseases contamination waters soils reorganization adaptation national environmental creation new vice ministry ecosocialist vision comprehensive management waste residues exercise stewardship matter efficient effective,health
VEN,3764,3764,strategic plan provision solid waste residue management among plan optimization collection transport waste residues municipal level reduces proliferation clandestine dumps minimizing occurrence diseases contagious vector,diseases,contamination waters soils reorganization adaptation national environmental creation new vice ministry ecosocialist vision comprehensive management waste residues exercise stewardship matter efficient effective management waste waste,health
VEN,4232,4232,management socio natural technological risks communities object planning integral communities metropolitan area increase communities respond events natural technological origin comprehensive management socio natural technological risks,health,sector project framed development guidelines application comprehensive risk management health sector national level whose purpose strengthen response health sector adverse events regional coordination unasur mercosur,health
VEN,4242,4242,metropolitan area increase communities respond events natural technological origin comprehensive management socio natural technological risks health sector project framed development guidelines application comprehensive risk management,health,sector national level whose purpose strengthen response health sector adverse events regional coordination unasur mercosur participates working groups disaster prevention fight causes effects climate seek,health
VEN,4250,4250,origin comprehensive management socio natural technological risks health sector project framed development guidelines application comprehensive risk management health sector national level whose purpose strengthen response,health,sector adverse events regional coordination unasur mercosur participates working groups disaster prevention fight causes effects climate seek increase coordination disaster prevention response socio natural assistance,health
VNM,1518,1518,annual average expected increase precipitation increase rainy season decrease dry season sea level rise vulnerable areas regions objects agriculture natural ecosystems biodiversity water resources public,health,infrastructure mekong delta red river delta coast poor ethnic minorities elderly women children people disabilities losses damages beyond resilience even thorough application climate adaptation measures,health
VNM,1682,1682,conveying information adaptation including risks damages international community national climate strategy identified priorities food security energy security water security poverty reduction gender social security public,health,livelihood improvements protection natural resources goals adaptive human socio economic systems well natural systems indc communicate current climate response efforts implemented national resources done better,health
VNM,2235,2235,addressing transboundary water issues ensure water security ensure food security protecting sustainably maintaining managing agricultural land restructuring crops livestock create new climate resilient varieties complete,disease,control prevention system implement sustainable forest management improve quality poor natural forests implement afforestation reforestation measures focusing large timber plantations prevent forest deforestation degradation protect,health
VNM,2502,2502,boats ships sufficient communication forest coverage increases area protection forest coastal areas increased hectares including additional mangrove planting least city dwellers rural clean water population,health,care services monitoring evaluation implementation adaptation component reflected viet national communications biennial updated submitted unfccc,health
VUT,323,323,government gov raise welfare people main agendas include growing productive sector especially agriculture tourism maintaining balance raising public service costs associated transport improving basic services,health,education government also committed mdg goals targets progress made towards mdg goals climate weather patterns already negative priority sectors evidence points climate related events climate,health
VUT,371,371,related events climate related disasters one main hindrances economic development certainly continue one countries vulnerable climate among island nations effects climate agriculture production fisheries human,health,tourism well decreasing national income increasing key social infrastructure costs climate may affect areas life ni people women men young people different ways positioned regional,health
VUT,898,898,based marine resource management sustaiable forest management integrated water resource management top priorities least developed countries fund ldcf financing sourced elaborate implement priorities concepts developed,health,among priorities selected concept development however given interest key implementing agencies financing ldcf secured concept development implementation napa recognised following core issues relevant priorities integral,health
VUT,1342,1342,recognised united nations framework convention climate unfccc intergovernmental panel climate ipcc vulnerable countries effects climate part sids similar anticipates many climate society economy environment human,health,ministry climate united nations agencies international partners assess effects develop appropriate plans climate adaptation mitigation adaptation plans programmes intends support progress towards national development priorities,health
VUT,1506,1506,management sustainable forest management marine resource management aqua culture climate infrastructure sustainable livestock farming management integrated coastal zone management sustainable tourism development vector water borne,disease,management strategic priority climate adaptation disaster risk reduction strategy climate vulnerability multi sector assessment efficiency effectiveness adaptation design address explicit climate specific sites vulnerably assessments,health
WSM,968,968,retrofitting older less efficient light bulbs efficient alternatives residential sector demand side management programs adaptation recognises adverse effects climate country particularly sectors agriculture coastal infrastructure,health,forestry meteorology tourism water sectors prioritized national adaptation programme napa adaptation projects sectors implemented external financial support focus indc mitigation highlights need build work undertaken,health
ZAF,180,180,adverse effects climate also global responsibility concern nature climate one overuse global commons world along developing countries especially vulnerable particularly respect water food security well,health,human settlements infrastructure ecosystem services regard committed efforts adapt unavoidable adverse climate regard ultimate global climate firmly committed working others ensure increases kept well pre,health
ZAF,289,289,development needs climate climate developing country overriding priorities eliminate poverty eradicate eliminating poverty eradicating addressing major creating employment turn sustainable economic development improving basic education,health,social welfare many basic needs food shelter modern energy services addition presently energy economic development result historical development pathway energy sector currently heavily dependent coal,health
ZMB,177,177,climate shows seriously undermine efforts improve livelihoods left unaddressed assessment analyzed negative climate key economic sectors including water agriculture forestry wildlife tourism mining energy infrastructure,health,studies estimated gdp loss mid term planning horizon agriculture productivity associated effects poverty levels potential energy crisis higher cost treating climate related diseases malaria loss,health
ZMB,200,200,energy infrastructure health studies estimated gdp loss mid term planning horizon agriculture productivity associated effects poverty levels potential energy crisis higher cost treating climate related,diseases,malaria loss natural resources provide critical ecosystem services urban urban rural communities ibid jain empirical economic assessment climate agriculture zambiaó policy research working world bank,health
ZMB,201,201,infrastructure health studies estimated gdp loss mid term planning horizon agriculture productivity associated effects poverty levels potential energy crisis higher cost treating climate related diseases,malaria,loss natural resources provide critical ecosystem services urban urban rural communities ibid jain empirical economic assessment climate agriculture zambiaó policy research working world bank development,health
ZMB,263,263,tourism environment natural resources formulation national adaptation plan napa climate pp estimated total gdp loss sector range million following sector gdp losses agriculture energy related,health,natural resources view past developed various climate related policies strategies projects programs response climate include national policy environment npe national climate response strategy nccrs national,health
ZMB,436,436,forest management sustainable agriculture renewable energy energy efficiency similarly adaptation measures identified based vulnerability assessment seven key economic sectors agriculture water forestry energy wildlife infrastructure,health,comprise three goals programs strong synergies mitigation adaptation strategic productive systems agriculture forests wildlife water adaptation strategic infrastructure health systems building research technology finance mitigation,health
ZMB,455,455,agriculture water forestry energy wildlife infrastructure health comprise three goals programs strong synergies mitigation adaptation strategic productive systems agriculture forests wildlife water adaptation strategic infrastructure,health,systems building research technology finance mitigation intends reduce emissions implementing three programs driven climate response strategy supported national development policies including energy forestry agriculture water,health
ZMB,765,765,grid extension non electrified rural areas promote switching conventional traditional energy sources sustainable renewable energy sources use grid renewable energy technologies rural electrification systems improved,health,due child maternal mortality retention medical improved education due longer hours study advanced methods safety creation opportunity girl child education improved food security due increased,health
ZMB,769,769,rural areas promote switching conventional traditional energy sources sustainable renewable energy sources use grid renewable energy technologies rural electrification systems improved health due child maternal,mortality,retention medical improved education due longer hours study advanced methods safety creation opportunity girl child education improved food security due increased agriculture production resulting use,health
ZMB,771,771,promote switching conventional traditional energy sources sustainable renewable energy sources use grid renewable energy technologies rural electrification systems improved health due child maternal mortality retention,medical,improved education due longer hours study advanced methods safety creation opportunity girl child education improved food security due increased agriculture production resulting use irrigation especially,health
ZMB,1115,1115,using market based meeting emission reduction target adaptation adaptation measures minimal global ghg emissions importance priority adaptation effects climate order resilience population ecosystems infrastructure productive,health,systems key socio economic sectors identified vulnerable climate include agriculture water forestry energy wildlife infrastructure health adaptation strong synergies mitigation intended nationally determined zindc undertake,health
ZMB,1131,1131,adaptation effects climate order resilience population ecosystems infrastructure productive health systems key socio economic sectors identified vulnerable climate include agriculture water forestry energy wildlife infrastructure,health,adaptation strong synergies mitigation intended nationally determined zindc undertake sustain strong mitigation dependent upon support implementation cross adaptation described herein intended adaptation purposes information overview,health
ZMB,1196,1196,upon financial resources technologies available country domestic international support stimulate investments innovation adaptation measures adaptation measures applicable following sectors agriculture water forestry energy wildlife infrastructure,health,identified napa assessments vulnerable sectors climate especially droughts floods terms implementation take watershed level synergies adaptation mitigation six major watersheds tanganyika luapula luangwa kafue zambezi,health
ZMB,1317,1317,management fertilizer use efficiency management promote crop land cassava maize sorghum finger millet beans cowpea wild relatives promote livestock csa improved feed management improved animal,health,improved rangeland management use drought tolerant breeds promote sustainable improved water management improved feeding regimes use appropriate stocks povertyreduction increased food security due improved agricultural,health
ZMB,1365,1365,due improved agricultural production diversification increased rural household incomes diversified production systems increased soil fertility conservation leading improved crop productivity improved agro biodiversity conservation improved,health,result food security world bank country overview intended nationally determined zindc develop implement policy farm diversification increased livestock productivity system resilience reduced vulnerability increased fisheries,health
ZMB,1532,1532,management undertake restoration projects improved water security ecological domestic industrial purposes increased hydrological systems resilience reduced vulnerability climate improved water quality program adaptation strategic infrastructure,health,systems priority key co benefits integrated land use planning compatible sustainable management natural resources infrastructure development develop national land use planning guidelines integrate land use,health
ZMB,1632,1632,administrative creationofemployment high low skilled jobs reduced human safety disaster prevention reduced maintenance costs infrastructure increased poverty reduction balanced national development reduced ghg emissions national,health,policy environmental health eh policy water sanitation policy mainstream climate mainstreaming climate adaptation three policies policy formation revision national planning processes resource allocation processes etc,health
ZMB,1635,1635,low skilled jobs reduced human safety disaster prevention reduced maintenance costs infrastructure increased poverty reduction balanced national development reduced ghg emissions national health policy environmental,health,eh policy water sanitation policy mainstream climate mainstreaming climate adaptation three policies policy formation revision national planning processes resource allocation processes etc eh policy strengthen,health
ZMB,1661,1661,eh policy water sanitation policy mainstream climate mainstreaming climate adaptation three policies policy formation revision national planning processes resource allocation processes etc eh policy strengthen,health,surveillance levels conduct mainstreaming awareness programes establish inter departmental sectoral coordination entry points policies resulting efficiency cost effectiveness planning implementation levels effective delivery health services,health
ZMB,1685,1685,strengthen health surveillance levels conduct mainstreaming awareness programes establish inter departmental sectoral coordination entry points policies resulting efficiency cost effectiveness planning implementation levels effective delivery,health,services improved human health increased health systems resilience adaptive climate coordinated climate information services early warning long term projections effects climate support sustainable management production,health
ZMB,1689,1689,conduct mainstreaming awareness programes establish inter departmental sectoral coordination entry points policies resulting efficiency cost effectiveness planning implementation levels effective delivery health services improved human,health,increased health systems resilience adaptive climate coordinated climate information services early warning long term projections effects climate support sustainable management production systems infrastructure development public,health
ZMB,1691,1691,awareness programes establish inter departmental sectoral coordination entry points policies resulting efficiency cost effectiveness planning implementation levels effective delivery health services improved human health increased,health,systems resilience adaptive climate coordinated climate information services early warning long term projections effects climate support sustainable management production systems infrastructure development public health provide,health
ZMB,1715,1715,increased health systems resilience adaptive climate coordinated climate information services early warning long term projections effects climate support sustainable management production systems infrastructure development public,health,provide timely information end users elicit quick emergency responses adverse climate events productive systems infrastructure health sectors coordination early warning system information dissemination strengthen implementation,health
ZMB,1731,1731,climate support sustainable management production systems infrastructure development public health provide timely information end users elicit quick emergency responses adverse climate events productive systems infrastructure,health,sectors coordination early warning system information dissemination strengthen implementation policy preparedness mitigate climate local empowerment make right decision localcommunity empowerment enforce community laws program building,health
ZMB,1958,1958,establish ground water monitoring systems employment creation leading increased poverty reduction increased water security improved energy security hydro power generation improved agricultural productivity irrigation improved,health,clean water easy sanitation reduced water bills households industries improved local skills various water technologies development insurance market climate induced risks related agriculture infrastructure establish,health
